organization;top 3 repo;stars_count;languages;ros_repos;name_parts
mathworks;['thingspeak-arduino', 'MATLAB-Language-grammar', 'Raspbian_OS_Setup', 'WindTurbineHighSpeedBearingPrognosis-Data', 'quadcopter-simulation-ros-gazebo'];780;['MATLAB', 'Rust', 'Yacc', 'M', 'CMake', 'Dockerfile', 'Gnuplot', 'TSQL', 'SmPL', 'C++', 'GDB', 'C', 'Forth', 'UnrealScript', 'HTML', 'JavaScript', 'Arc', 'Fortran', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'M4', 'Clojure', 'sed', 'Roff', 'Tcl', 'XS', 'Batchfile', 'Lex', 'Objective-C', 'Gherkin', 'Perl 6', 'GLSL', 'PHP', 'SMT', 'Lua', 'Perl', 'Assembly', 'CSS', 'PLSQL'];['quadcopter-simulation-ros-gazebo'];['ios', 'deploy', 'Enigma', 'thingspeak', 'arduino', 'xilinx', 'linux', 'buildroot', 'xilinx', 'uboot', 'altera', 'linux', 'altera', 'uboot', 'thingspeak', 'particle', 'auvsi', 'cv', 'import', 'auvsi', 'cv', 'blob', 'auvsi', 'cv', 'feature', 'auvsi', 'cv', 'registration', 'auvsi', 'cv', 'object', '1', 'auvsi', 'cv', 'object', '2', 'auvsi', 'cv', 'all', 'mathworks.github.io', 'Raspberry', 'Pi', 'Robot', 'libusb', 'librtlsdr', 'Raspbian', 'OS', 'Setup', 'MinGW', '492', 'MinGW', '53', 'armlinarotoolchain', 'T', 'MATS', 'physvis', 'quadcopter', 'simulation', 'ros', 'gazebo', 'hdf5', 'datastore', 'MATLAB', 'Language', 'grammar', 'WindTurbineHighSpeedBearingPrognosis', 'Data']
MechMindRobotics;['mecheye_ros_interface', 'mecheye_python_samples', 'mecheye_python_interface-archived', 'mecheye_ros2_interface', 'mecheye_csharp_interface-archived'];57;['Python', 'C#', 'CMake', 'C++', 'C'];['mecheye_ros_interface', 'mecheye_ros2_interface'];['mecheye', 'ros', 'interface', 'mecheye_cpp_interface', 'archived', 'mecheye_python_interface', 'archived', 'mecheye_csharp_interface', 'archived', 'mecheye', 'csharp', 'samples', 'mecheye', 'python', 'samples', 'mecheye', 'cpp', 'samples', 'mecheye', 'ros2', 'interface', 'mecheye', 'halcon', 'samples', '.github', 'mechdlk', 'sdk', 'mecheye', 'labview', 'samples', 'mecheye', 'visionpro', 'samples']
microchiptech;['gcp-iot-core-examples', 'cryptoauth-openssl-engine', 'XPRESS-Loader', 'mla_usb', 'aws-iot-firmware-pic32mz'];360;['Haskell', 'Yacc', 'CMake', 'ApacheConf', 'C++', 'C', 'Scilab', 'UnrealScript', 'Logos', 'HTML', 'JavaScript', 'Arc', 'Groff', 'XC', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'Smarty', 'Clojure', 'Tcl', 'XS', 'Batchfile', 'Lex', 'Objective-C', 'SourcePawn', 'PHP', 'Perl', 'Assembly', 'CSS'];[];['wcm', 'ami', 'blecm', 'android', 'app', 'blecm', 'ios', 'app', 'wcm', 'android', 'app', 'wcm', 'ios', 'app', 'mla', 'usb', 'mla', 'fileio', 'wcm', 'aws', 'iot', 'sdk', 'RN1723', 'Dev', 'Board', 'stage1', 'u', 'boot', 'pic32', 'linux', 'pic32', 'buildroot', 'pic32', 'br', 'bsp', 'classb', 'mcu32', 'classb', 'mcu16', 'classb_mcu8', 'PIC16', 'cryptoauth', 'openssl', 'engine', 'openocd', 'XPRESS', 'Loader', 'aws', 'iot', 'firmware', 'pic32mz', 'aws', 'iot', 'insight', 'on', 'things', 'desktop', 'app', 'AWS', 'Secure', 'Insight', 'pic32mx470', 'curiosity', 'pic32mz', 'ef', 'curiosity', 'PIC32WK', 'Masters_MQTTDashboard', 'unicens', 'unicens', 'linux', 'daemon', 'unicens', 'bare', 'metal', 'sam', 'v71', 'gcp', 'iot', 'core', 'examples']
microsoft;['plcrashreporter', 'php-sdk-binary-tools', 'cocos2d-x', 'audio-recorder', 'HealthVault-Mobile-iOS-Library'];4021;['Smalltalk', 'FLUX', 'Rich Text Format', 'CMake', 'PowerShell', 'C++', 'C', 'C#', 'Ruby', 'HTML', 'JavaScript', 'Visual Basic', 'Awk', 'Makefile', 'Shell', 'Python', 'Java', 'M4', 'Smarty', 'Csound Document', 'Objective-C++', 'Puppet', 'Batchfile', 'XSLT', 'Objective-C', 'Swift', 'GLSL', 'PHP', 'Lua', 'Assembly', 'CSS', 'PLSQL'];[];['HealthVault', 'Mobile', 'iOS', 'Library', 'Bean', 'Spy', 'healthvault', 'ios', 'sdk', 'Windows', 'Azure', 'Toolkit', 'For', 'Eclipse', 'With', 'Java', 'php', 'sdk', 'binary', 'tools', 'LI', 'S3.5', 'plcrashreporter', 'filter', 'explorer', 'filter', 'effects', 'real', 'time', 'filter', 'demo', 'photo', 'inspector', 'camera', 'explorer', 'map', 'explorer', 'music', 'explorer', 'here', 'launchers', 'azure', 'puppet', 'weekly', 'planner', 'wp', 'drumkitx', 'diner', 'wp', 'rss', 'reader', 'wp', 'audio', 'recorder', 'cocos2d', 'x', 'dynamic', 'layout', 'sample', 'nfc', 'ndef', 'tag', 'reader', 'nfc', 'talk', 'car', 'trumps', 'drumkit', 'wp', 'bubble', 'level', 'wp', 'phone', 'info', 'launchapp', 'tag', 'maker']
lord-microstrain;['microstrain_inertial', 'MSCL', 'ntrip_client', 'SensorCloud', 'ROS2_MSCL'];292;['MATLAB', 'Nix', 'BitBake', 'Yacc', 'SWIG', 'CMake', 'Dockerfile', 'PowerShell', 'SmPL', 'C++', 'GDB', 'C', 'C#', 'UnrealScript', 'HTML', 'JavaScript', 'Emacs Lisp', 'Pascal', 'Makefile', 'Python', 'Shell', 'Awk', 'Java', 'M4', 'ANTLR', 'Clojure', 'sed', 'Objective-C++', 'Roff', 'Tcl', 'XS', 'Batchfile', 'Lex', 'XSLT', 'Objective-C', 'SourcePawn', 'Gherkin', 'Perl 6', 'Vim Script', 'GLSL', 'Jupyter Notebook', 'Qt Script', 'Perl', 'Assembly', 'CSS'];['ROS-MSCL-release', 'ROS2_MSCL', 'microstrain_inertial-ros2-release', 'ntrip_client-ros2-release'];['Sensor', 'Cloud', 'Protocols', 'MSCL', 'meta', 'lord', 'LabVIEW', 'MSCL', 'u', 'boot', 'wsda', 'pro', 'Drivers', 'firmware', 'styleguide', 'ti', 'linux', 'wsda', 'microstrain', 'inertial', 'ROS', 'MSCL', 'release', 'ROS2', 'MSCL', 'microstrain', 'inertial', 'driver', 'common', 'microstrain_inertial', 'release', 'microstrain', 'inertial', 'msgs', 'common', 'microstrain', 'inertial', 'rqt', 'common', 'microstrain_inertial', 'ros2', 'release', 'ntrip', 'client', 'ntrip_client', 'release', 'ntrip_client', 'ros2', 'release', 'mip', 'sdk', 'mip', 'sdk', 'documentation', 'threepp', 'imgui', 'vcpkg', 'Inertial', 'Upgrader', 'CLI', 'open', 'DAQ']
milvusrobotics;['mrp2_common', 'mrp2_robot', 'ros_opcua_communication', 'mrp2_docs', 'mrp2_simulator'];6;['Python', 'Shell', 'MATLAB', 'M4', 'C', 'HTML', 'Arduino', 'JavaScript', 'CMake', 'EmberScript', 'Dockerfile', 'Lua', 'C++', 'Processing', 'Batchfile', 'Makefile'];['ros_tutorials', 'ros_opcua_communication'];['mrp2', 'docs', 'mrp2', 'common', 'mrp2', 'robot', 'mrp2', 'simulator', 'mrp2', 'desktop', 'um7', 'mrp2_common', 'release', 'mrp2_desktop', 'release', 'mrp2_robot', 'release', 'mrp2_simulator', 'release', 'razor', 'imu', '9dof', 'ros', 'tutorials', 'mrp2', 'docs', 'tr', 'snap', 'map', 'icp', 'multimaster', 'fkie', 'roscpp', 'code', 'format', 'ros', 'opcua', 'communication', 'bloom', 'freeopcua', 'laser', 'filters']
MindHome-Inc;['pick_ik', 'deep_grasp_demo', 'moveit', 'racoon', 'ros2'];0;['Python', 'Shell', 'TypeScript', 'CSS', 'HTML', 'TeX', 'JavaScript', 'CMake', 'Dockerfile', 'Dylan', 'NASL', 'GDB', 'C++', 'C', 'PLSQL', 'Makefile'];['ros2'];['pick', 'ik', 'deep', 'grasp', 'demo', 'moveit', 'racoon', 'ros2', 'core', 'developers.home', 'assistant', 'hass', 'config', 'LVM', 'jepa', 'moveit2']
MisoRobotics;['fanuc-hmi-jointstreaming', 'rpi-linux-xenomai-build', 'node_director', 'xtion2_ros', 'usb_cam'];25;['MATLAB', 'Cuda', 'Yacc', 'M', 'Rich Text Format', 'CMake', 'EmberScript', 'Dockerfile', 'SWIG', 'Scheme', 'PowerShell', 'C++', 'Pike', 'GDB', 'C', 'ShaderLab', 'C#', 'Ruby', 'UnrealScript', 'TeX', 'HTML', 'JavaScript', 'R', 'Fortran', 'LiveScript', 'Emacs Lisp', 'Pascal', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'M4', 'Clojure', 'sed', 'Objective-C++', 'Roff', 'Tcl', 'XS', 'OpenEdge ABL', 'Batchfile', 'Lex', 'Objective-C', 'Common Lisp', 'Gherkin', 'Perl 6', 'Vim Script', 'Swift', 'HLSL', 'PHP', 'AppleScript', 'Qt Script', 'Standard ML', 'Lua', 'Perl', 'Assembly', 'CSS'];['ros_comm', 'ros_emacs_utils', 'xtion2_ros'];['ur', 'modern', 'driver', 'universal', 'robot', 'usb', 'cam', 'ros', 'comm', 'node', 'director', 'fanuc', 'persistent', 'topics', 'fanuc', 'experimental', 'common', 'msgs', 'industrial', 'core', 'better', 'enums', 'rosbridge', 'suite', 'iai', 'kinect2', 'mutable', 'robot', 'state', 'publisher', 'ros', 'emacs', 'utils', 'xtion2', 'ros', 'web', 'video', 'server', 'unittest', 'cpp', 'C', 'Make', 'gscam', 'realsense', 'librealsense', 'image', 'pipeline', 'fanuc', 'hmi', 'jointstreaming', 'rpi', 'linux', 'xenomai', 'build', 'raspberrypi', 'linux', 'eigen', 'git', 'mirror', 'openrave', 'R', 'My', 'SQL', 'openrave', 'installation']
merlresearch;['cocktail-fork-separation', 'hyper-unmix', 'PyRoboCOP', 'FoldingNet', 'SOCKET'];269;['Python', 'Shell', 'MATLAB', 'Jupyter Notebook', 'CMake', 'C++', 'C', 'Cython'];[];['SOCKET', 'InSeGAN', 'ICCV2021', 'hierarchical', 'music', 'separation', 'partial', 'gcnn', 'kscore', 'Py', 'Robo', 'COP', 'cocktail', 'fork', 'separation', 'non', 'negative_dynamical_system', 'SSTL', 'Folding', 'Net', 'JGU', 'GODS', 'PEAC', 'KC', 'Net', 'discriminative', 'subspace', 'pooling', 'GNIGAN', 'FRPC', 'PCQM', 'RIDE', 'ROSETA', 'PQP', 'CISOR', 'hyper', 'unmix', 'Sound2', 'Sight', 'MC', 'PILCO', 'Adv', 'Con', 'OT', 'AVSGS', 'EBAD', '1b', 'CRB', 'SMART']
mir-robots;['Foxglove-MiR', 'MiR-URCaps-integration', 'netctl', 'grafanders'];3;['HCL', 'Rich Text Format', 'Jinja', 'Dockerfile', 'PowerShell', 'MDX', 'TypeScript', 'HTML', 'JavaScript', 'CUE', 'Makefile', 'Python', 'Shell', 'Java', 'Starlark', 'Go', 'Smarty', 'Mustache', 'SCSS', 'Nearley', 'Assembly', 'CSS', 'Jsonnet'];[];['netctl', 'MiR', 'URCaps', 'integration', 'grafanders', 'Foxglove', 'MiR']
4am-robotics;['cob_driver', 'cob_common', 'cob_command_tools', 'cob_control', 'robmuxinator'];250;['Python', 'Shell', 'Nix', 'CMake', 'Batchfile', 'C++', 'C', 'Makefile'];[];['cob', 'common', 'cob', 'driver', 'cob', 'command', 'tools', 'cob_common', 'release', 'cob_driver', 'release', 'cob_command_tools', 'release', 'cob', 'control', 'cob_control', 'release', 'pointcloud', 'to', 'laserscan', 'cob', 'fiducials', 'robmuxinator', 'cob_fiducials', 'release', 'vcstool']
MORAI-Autonomous;['MORAI-ROS_morai_msgs', 'MORAI-ROS2_morai_msgs', 'MORAI-DriveExample_ROS', 'MORAI-RoboticsExample', 'MORAI-Example_WeGo'];31;['Python', 'Shell', 'C#', 'HTML', 'Jupyter Notebook', 'CMake', 'Dockerfile', 'Lua', 'C++'];['MORAI_ROS_NetworkModule'];['MORAI', 'RoboticsExample', 'tutorials', 'external', 'MORAI', 'MGeoModule', 'MORAI', 'ROS_morai_msgs', 'MORAI', 'DriveExample_ROS', 'MORAI', 'DriveExample_UDP', 'MORAI', 'ROS2_morai_msgs', 'MORAI', 'ROS2Example', 'morai', 'kit', 'grpc', 'docs', 'MORAI', 'SensorExample', 'MORAI', 'Example_WeGo', 'MSC', 'MORAI', 'DriveExample_GRPC', 'MORAI', 'UDP', 'NetworkModule', 'MORAI', 'ROS', 'NetworkModule']
motius;['django-rest-recaptcha', 'django-gitlab-boilerplate', 'react-native-telephony-apis', 'vuforia-maze', 'dockerfiles_old'];73;['Smalltalk', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'C', 'ShaderLab', 'Kotlin', 'C#', 'Ruby', 'HTML', 'TeX', 'JavaScript', 'Groovy', 'Pascal', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'Smarty', 'Objective-C++', 'Batchfile', 'Objective-C', 'Swift', 'PHP', 'Lua', 'CSS'];[];['channels', 'react', 'native', 'image', 'picker', 'python', 'taiga', 'django', 'gitlab', 'boilerplate', 'drf', 'friendly', 'errors', 'soccarena', 'bot', 'react', 'native', 'fbsdk', 'react', 'native', 'windows', 'django', 'import', 'export', 'django', 'rest', 'recaptcha', 'react', 'native', 'telephony', 'apis', 'nginx', 'docker', 'env', 'vuforia', 'maze', 'slack', 'onboarding', 'bot', 'gitlab', 'ci', 'git', 'push', 'dockerfiles', 'old', 'django', 'inlinecss', 'eth', 'projecttribal', 'kotlin', 'native', 'kotlin', 'native', 'embedded', 'dockerfiles', 'Simple', 'WebSocket', 'Server', 'scs', 'core', 'kotlin', 'blinky', 'deep', 'soli', 'django', 'mass', 'edit', 'Reverse', 'Proxy', 'motius.github.io', 'ar', 'poi', 'cv', 'parser']
NaioTechnologies;['simulatoz', 'CanReader', 'camCapture', 'ApiCodec', 'ApiClient'];7;['Python', 'Shell', 'Java', 'C', 'GLSL', 'CSS', 'HTML', 'PHP', 'JavaScript', 'CMake', 'QMake', 'ApacheConf', 'C++', 'Batchfile', 'RobotFramework'];[];['Can', 'Reader', 'Diagn', 'Oztic', 'Object', 'Tracker', 'cam', 'Capture', 'qt', 'Application', 'M', 'Meteo', 'Server', 'M', 'Meteo', 'Persistence', 'M', 'Meteo', 'Manager', 'M', 'Meteo', 'Api', 'Codec', 'Api', 'Client', 'M', 'Meteo', 'Sigfox', 'docker', 'apt', 'cacher', '', '', 'deprecated', '', 'docker', 'images', 'kalman', 'tuning', 'simulatoz', 'naio', 'docker', 'Naio', 'Companion', 'kacanopen', 'cmake', 'modules']
nakai-omer;[];0;[];[];[]
naturerobots;['mesh_navigation', 'move_base_flex', 'mesh_tools', 'mesh_navigation_tutorials', 'mbf_tutorials'];1314;['Cuda', 'Sass', 'Nix', 'CMake', 'EmberScript', 'Dockerfile', 'C++', 'C', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Groovy', 'Makefile', 'Python', 'Shell', 'Julia', 'Objective-C', 'Vue', 'Lua', 'CSS'];['ros_controllers', 'ouster-ros'];['organized', 'fast', 'mesh', 'move', 'base', 'flex', 'mesh', 'tools', 'mbf', 'tools', 'mesh', 'navigation', 'mbf', 'recovery', 'behaviors', 'open3d', 'scripts', 'acorn', 'robot', 'mbf', 'docs', 'mbf', 'tutorials', 'rosdistro', 'buildfarm', 'jobs', 'buildfarm', 'jobs', 'config', 'ros', 'controllers', 'HSOS', 'SEP', 'PlantMap', '2022', 'robot', 'pose', 'pluto', 'maps', 'robot', 'state', 'publisher', 'ouster', 'ros', 'lvr2', 'mesh', 'navigation', 'tutorials', 'GLN', 'S.jl', 'github', 'automation', 'public']
nearthlab;['SiamMaskCpp', 'image-segmentation', 'smart-labeller', 'github-naming-rule', 'detectron2'];180;['MATLAB', 'Cuda', 'Nix', 'Yacc', 'Jinja', 'CMake', 'EmberScript', 'Dockerfile', 'PowerShell', 'C++', 'GDB', 'C', 'ShaderLab', 'Scilab', 'C#', 'HTML', 'JavaScript', 'Groovy', 'Pascal', 'Makefile', 'Python', 'Shell', 'Java', 'M4', 'OpenEdge ABL', 'Processing', 'Batchfile', 'Lex', 'Io', 'Objective-C', 'Inno Setup', 'Jupyter Notebook', 'Lua', 'Perl', 'Assembly', 'CSS'];['simulator-rotors-forked-ros', 'dji-guidance-sdk-ros', 'aerospace_px4_ros_com'];['legacy', 'fc', 'px4', 'forked', 'cpp', 'fc', 'apm', 'cpp', 'github', 'naming', 'rule', 'simulator', 'rotors', 'forked', 'ros', 'dji', 'guidance', 'sdk', 'ros', 'Onboard', 'SDK', 'ecl', 'image', 'segmentation', 'rosconsole', 'smart', 'labeller', 'Siam', 'Mask', 'Cpp', 'detectron2', 'torch2trt', 'onnx', 'tensorrt', 'onnxruntime', 'libgphoto2', 'vision', 'opencv', 'Payload', 'SDK', 'Quad', 'Tree', 'Attention', 'Colosseum', 'uds', 'gimbal', 'py', 'parser', 'aerospace', 'px4', 'autopilot', 'aerospace', 'px4', 'ros', 'com', 'Open', 'Sf', 'M', 'ODM']
neobotix;['neo_simulation', 'neo_kinematics_omnidrive', 'neo_mpo_500', 'neo_mpo_700', 'neo_navigation'];134;['Python', 'Shell', 'CMake', 'XML', 'C++', 'C'];[];['neo', 'common', 'neo', 'apps', 'neo', 'navigation', 'neo', 'simulation', 'neo', 'control', 'neo', 'robot', 'descriptions', 'neo_driver', 'release', 'cob', 'driver', 'cob', 'robots', 'cob', 'extern', 'cob', 'common', 'cob', 'command', 'tools', 'neo', 'lhd', 'control', 'neo', 'locate', 'station', 'US', 'Board', 'neo', 'relayboard', 'v2', 'neo', 'usboard', 'neo', 'mpo', '500', 'neo', 'kinematics', 'mecanum', 'neo', 'msgs', 'neo', 'srvs', 'neo', 'mp', '400', 'neo', 'kinematics', 'differential', 'neo', 'mpo', '700', 'neo', 'mp', '500', 'neo', 'startracker', 'neo', 'teleop', 'neo', 'kinematics', 'omnidrive', 'neo', 'mm', '400', 'neo', 'mmo', '500']
nerian-vision;[];0;[];[];[]
neuromeka-robotics;['indy-ros', 'moby-ros2', 'indy-ros2', 'ros_indy', 'neuromeka-clients'];15;['Python', 'Shell', 'MATLAB', 'Objective-C', 'Jupyter Notebook', 'CMake', 'Dockerfile', 'Lua', 'C++', 'C'];['ros_indy', 'indy-ros', 'indy-ros-examples', 'moby-ros2', 'indy-ros2', 'moby-ros'];['ros', 'indy', 'ros_indy', 'release', 'indy', 'indy', 'release', 'rosdistro', 'indy', 'toolbox', 'labview', 'toolbox', 'indy', 'ros', 'IndySDK', 'examples', 'indy', 'ros', 'examples', 'moby', 'ros2', 'neuromeka', 'clients', 'indy', 'ros2', 'nrmk', 'py', 'tools', 'neuromeka', 'package', 'moby', 'ros']
nexuni;['Famcy', 'FamcyTools', 'ackermann-drive-teleop', 'lightweight-robot-simulator', 'slam_gmapping'];1;['MATLAB', 'Cuda', 'OCaml', 'M', 'CMake', 'Dockerfile', 'C++', 'C', 'C#', 'HTML', 'JavaScript', 'Fortran', 'Pascal', 'Makefile', 'Python', 'Shell', 'Java', 'LabVIEW', 'Batchfile', 'Objective-C', 'Prolog', 'Lua', 'CSS'];['zed-ros2-wrapper', 'radariq_mmwave_ros2_driver', 'isaac_ros_common', 'isaac_ros_nvblox', 'isaac_ros_apriltag', 'rtabmap_ros'];['Famcy', 'Famcy', 'Tools', 'ackermann', 'drive', 'teleop', 'lightweight', 'robot', 'simulator', 'slam', 'gmapping', 'apriltag', 'imgs', 'cmd', 'vel', 'mux', 'teleop', 'tools', 'simple', 'launch', 'Famcy', 'Docker', 'Dynamixel', 'SDK', 'navigation2', 'jetson', 'containers', 'zed', 'ros2', 'wrapper', 'ira', 'laser', 'tools', 'joystick', 'drivers', 'laser', 'filters', '2022', 'sp', 'intern', 'ublox', 'RTKLIB', 'kde', 'in', 'docker', 'radariq', 'mmwave', 'ros2', 'driver', 'yolov5', 'Yolov5', 'DeepSort', 'OSNet', 'isaac', 'ros', 'common', 'isaac', 'ros', 'nvblox', 'isaac', 'ros', 'apriltag', 'apriltag', 'msgs', 'rtabmap', 'ros', 'robot', 'state', 'publisher']
nfiniity;['sample_ros_node', 'ros_etsi_its_msgs', 'vanetza', 'ros_slack_service', 'carla'];6;['Python', 'Shell', 'C#', 'CSS', 'HTML', 'JavaScript', 'CMake', 'Dockerfile', 'Batchfile', 'C++', 'C', 'Makefile'];['ros_slack_service', 'sample_ros_node', 'ros_etsi_its_msgs', 'ros-robotics-companies'];['ros', 'slack', 'service', 'vanetza', 'carla', 'sample', 'ros', 'node', 'ros', 'etsi', 'its', 'msgs', 'ros', 'robotics', 'companies']
niryorobotics;['niryo_one', 'niryo_one_ros', 'niryo_stepper', 'ned_ros', 'niryo_one_industrial_demonstrators'];740;['Python', 'Objective-C', 'MATLAB', 'Shell', 'CSS', 'HTML', 'JavaScript', 'CMake', 'Stylus', 'Batchfile', 'EmberScript', 'Dockerfile', 'C++', 'C', 'Makefile'];['niryo_one_ros', 'ned_ros'];['niryo', 'one', 'ros', 'niryo', 'stepper', 'niryo', 'one', 'niryo', 'one', 'matlab', 'niryo', 'one', 'industrial', 'demonstrators', 'robots.ros.org', 'niryo', 'stepper', 'conveyor', 'ned', 'ros', 'pyniryo', 'ned', 'ned', 'applications', 'pyniryo2', 'ned2', 'How', 'to', 'video', 'niryo', 'ros1', 'bridge', 'lerobot']
nobleo;['rviz_satellite', 'xsens_mti_driver', 'ros2_performance', 'ethercat_interface', 'core_perception'];640;['Python', 'Shell', 'Cuda', 'Ruby', 'HTML', 'PHP', 'CMake', 'Dockerfile', 'EmberScript', 'QMake', 'Roff', 'Batchfile', 'C++', 'Assembly', 'C', 'Makefile'];['ros2_performance', 'ros2_performance_c_LET_executor', 'pacifica-dbw-ros', 'ros_canopen'];['rviz', 'satellite', 'ethercat', 'interface', 'industrial', 'ci', 'can', 'msgs', 'ros2', 'performance', 'ublox', 'gps', 'umd', 'ros2', 'performance', 'c', 'LET', 'executor', 'rclcpp', 'static', 'executor', 'rclcpp', 'ira', 'laser', 'tools', 'pacifica', 'dbw', 'ros', 'static', 'executor', 'rosmon', 'diagnostics', 'pegasus', 'gazebo', 'plugins', 'ros', 'canopen', 'rclcpp', 'executor', 'testbench', 'xsens', 'mti', 'driver', 'roboclaw', 'robot', 'localization', 'remote', 'rosbag', 'record', 'core', 'perception', 'build', 'velodyne', 'height', 'map', 'cross', 'compile', 'move', 'base', 'flex', 'rosdistro', 'teleop', 'tools', 'mobile', 'robot', 'simulator']
Nokia-Bell-Labs;['papagei-foundation-model', 'CroSSL', 'salted-dnns', 'data-centric-federated-learning', 'SSLfairness'];108;['Python', 'Shell', 'Rust', 'Jupyter Notebook', 'CMake', 'Dockerfile', 'C++', 'C', 'Makefile'];[];['Cro', 'SSL', 'kaizen', 'salted', 'dnns', 'data', 'centric', 'federated', 'learning', 'proof', 'as', 'a', 'service', 'tee', 'duet', 'olp', 'gnn', 'SS', 'Lfairness', 'zkstream', 'MASA', 'tools', 'for', 'IVAS', 'papagei', 'foundation', 'model', 'audio', 'class', 'discovery']
NOKOV-MOCAP;['mocap_nokov', 'libmotioncapture', 'vrpn_client_ros', 'MAVProxy', 'nokov-vm'];32;['HCL', 'Stylus', 'CMake', 'SWIG', 'C++', 'C', 'HTML', 'TeX', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Java', 'M4', 'Tcl', 'Batchfile', 'Objective-C', 'Inno Setup', 'Jupyter Notebook', 'Vue', 'Lua', 'Perl', 'CSS'];['vrpn_client_ros'];['libmotioncapture', 'crazyswarm', 'MAV', 'Proxy', 'PX4', 'user_guide', 'mocap', 'nokov', 'release', 'mocap', 'nokov', 'nokov', 'vm', 'vrpn', 'client', 'ros', 'nokov', 'vm', 'vmwork', 'motion', 'capture', 'tracking']
NoosWare;['noos-api-cpp', 'rapp_advanced_tutorials', 'rapp-api-js', 'nao_mumbler', 'Noos_Web_APP'];7;['Python', 'Shell', 'C', 'Smarty', 'HTML', 'JavaScript', 'CMake', 'C++', 'CSS', 'Makefile'];['noos_ros_tutorials', 'ros_slam_example', 'ros_packages_noos_api'];['rapp', 'beginner', 'tutorials', 'rapp', 'advanced', 'tutorials', 'builder', 'tutorial', 'pixycam', 'cpp', 'noos', 'api', 'cpp', 'rapp', 'api', 'js', 'ev3', 'balloon', 'hunter', 'ennomotive', 'challenge', 'noos', 'ros', 'tutorials', 'nao', 'mumbler', 'Noos', 'Web', 'APP', 'ros', 'slam', 'example', 'noos', 'api', 'tutorials', 'nao', 'human', 'interaction', 'noos', 'python', 'tutorials', 'List', 'repositories', 'COZMO', 'APP', 'noos', 'javascript', 'tutorials', 'ros', 'packages', 'noos', 'api', 'Noos', 'Open']
numurus-nepi;['nepi-engine', 'yolov5'];0;['Python', 'Shell', 'HTML', 'Dockerfile'];[];['nepi', 'engine', 'yolov5']
nvidia;['thrust', 'cub', 'libglvnd', 'nvidia-settings', 'cuda-gdb'];8384;['MATLAB', 'Cuda', 'E', 'Rust', 'Yacc', 'BitBake', 'D2', 'CMake', 'Dockerfile', 'Scheme', 'C++', 'GDB', 'C', 'Elixir', 'Ada', 'C#', 'Ruby', 'Mathematica', 'CWeb', 'HTML', 'TeX', 'ZenScript', 'JavaScript', 'R', 'GAP', 'Raku', 'Terra', 'Logos', 'Fortran', 'Emacs Lisp', 'Pascal', 'Makefile', 'Python', 'Shell', 'GDScript', 'Java', 'DTrace', 'D', 'Awk', 'M4', 'Go', 'sed', 'Meson', 'DIGITAL Command Language', 'Euphoria', 'PicoLisp', 'Roff', 'Tcl', 'NASL', 'Batchfile', 'Lex', 'Rebol', 'XSLT', 'Objective-C', 'Common Lisp', 'SAS', 'Eiffel', 'PHP', 'Jupyter Notebook', 'Module Management System', 'PLpgSQL', 'Perl', 'Scala', 'Assembly', 'CSS'];[];['nvidia', 'settings', 'cdt', 'nsight', 'swiftstack', 'collectd', 'thrust', 'gef', 'nsight', 'nvidia', 'installer', 'nvidia', 'xconfig', 'cub', 'vagrant', 'swift', 'all', 'in', 'one', 'nvidia', 'modprobe', 'cuda', 'gdb', 'nebula', 'nsight', 'nvidia', 'persistenced', 'tegra', 'uboot', 'flasher', 'manifests', 'tegra', 'uboot', 'flasher', 'scripts', 'ptp', 'nsight', 'Web', 'GL', 'tegra', 'uboot', 'scripts', 'libglvnd', 'cbootimage', 'cbootimage', 'configs', 'tegrarcm', 'docker', 'swift', 'CoMD', 'CUDA', 'tdl', 'tegra', 'pinmux', 'scripts', 'scenejs', 'three.js', 'tegra', 'rootfs', 'scripts', 'tegra', 'nouveau', 'rootfs']
