organization;description;twitter_link;repo_name;repo_stars;repo_topics;repo_languages;repo_half_year_commits;repo_last_commit_date
Ignitarium;;;;;;;;
iknowhow-sa;;;;;;;;
imandra-ai;We create groundbreaking tools that analyse algorithms, helping make them safe, fair, and transparent. ;;;;;;;
 ; ; ;public;0;[];('%',);0;2016-11-25T09:39:57Z
 ; ; ;che;1;[];('Java: 90.78078465839484%, JavaScript: 6.176092319474936%, CSS: 2.270481115846911%, HTML: 0.40852455023811757%, GAP: 0.17970364598625843%, Shell: 0.17740131784707908%, Batchfile: 0.0065463788053774065%, C++: 0.00046601340648449335%',);0;2016-09-04T16:38:19Z
 ; ; ;tutorials;2;[];('%',);0;2016-12-05T11:56:11Z
 ; ; ;contracts;32;[];('OCaml: 100.0%',);0;2016-11-01T10:26:47Z
 ; ; ;ocyaml;3;[];('OCaml: 60.19531433400629%, C: 38.433729283064935%, Makefile: 1.370956382928776%',);0;2017-02-15T10:29:52Z
 ; ; ;cme-mdp;13;['automated-reasoning', 'cme', 'formal-methods', 'formal-verification', 'imandra', 'imandra-markets', 'market-data', 'market-data-handler', 'mdp', 'ocaml', 'protocol'];('Jupyter Notebook: 67.58188435692756%, OCaml: 29.050539337819128%, JavaScript: 1.328560752767896%, Python: 1.0890997529044373%, CSS: 0.49698067721508765%, HTML: 0.4291505227473268%, Makefile: 0.023784599618565494%',);0;2017-10-31T22:10:42Z
 ; ; ;fix-engine;51;['financial-markets', 'fix', 'fix-protocol', 'formal', 'formal-methods', 'formal-verification', 'imandra', 'verification'];('OCaml: 99.50725228617182%, Makefile: 0.3472416321672021%, Dockerfile: 0.09700405444064832%, Dune: 0.03830838082147637%, Shell: 0.010193646398847789%',);36;2024-10-31T16:08:58Z
 ; ; ;ocaml-engineio-client;3;[];('OCaml: 98.50189423949526%, Makefile: 1.4981057605047463%',);0;2017-02-14T16:47:06Z
 ; ; ;ocaml-jwt;6;[];('OCaml: 69.09212689520794%, Shell: 30.90787310479206%',);0;2019-05-23T19:44:31Z
 ; ; ;socket.io-client-ocaml;5;['ocaml', 'socket-io'];('OCaml: 98.52129716165871%, Makefile: 1.4787028383412923%',);0;2018-02-16T23:35:36Z
 ; ; ;ipl-examples;11;['automated-reasoning', 'finance', 'fix-engine', 'fix-protocol', 'formal-methods', 'formal-verification', 'imandra', 'imandra-markets', 'trading'];('%',);2;2024-08-22T17:35:38Z
 ; ; ;verified-metitarski;1;[];('Standard ML: 55.958173489373415%, Isabelle: 39.77160523802586%, TeX: 4.270221272600722%',);0;2017-09-22T16:33:14Z
 ; ; ;ipl-vscode;8;['formal-methods', 'formal-verification', 'imandra', 'language-server-protocol'];('%',);2;2024-09-11T13:04:12Z
 ; ; ;ipl-spacemacs-layer;3;[];('Emacs Lisp: 100.0%',);0;2020-03-15T13:53:15Z
 ; ; ;jekyll-resources;0;[];('HTML: 61.57329369911213%, Smarty: 30.569662488029568%, SCSS: 6.646459569194504%, Ruby: 0.9301186860042379%, JavaScript: 0.2804655576595588%',);1;2024-09-04T13:39:31Z
 ; ; ;imandra-ai.github.io;0;[];('HTML: 48.13027744270205%, SCSS: 18.094089264173704%, Shell: 15.681544028950542%, Dockerfile: 9.288299155609169%, Ruby: 8.805790108564535%',);0;2023-10-23T19:58:51Z
 ; ; ;imandra-docs;7;[];('Jupyter Notebook: 61.87824182182637%, Jinja: 29.831993552520096%, Less: 4.622760430658594%, Makefile: 3.0780517038292246%, Dockerfile: 0.3637039945444401%, Sass: 0.22524849662127255%',);29;2024-11-07T11:30:22Z
 ; ; ;rouge;0;[];('Ruby: 97.40049311743856%, Lua: 0.5065786934070535%, Fortran: 0.5046980769211734%, JavaScript: 0.44738876400935557%, TypeScript: 0.3626620423297077%, Perl: 0.32287215668108804%, R: 0.2260698975657894%, HTML: 0.12897069900535185%, MoonScript: 0.10026655264191973%',);0;2017-10-21T02:52:02Z
 ; ; ;ocaml-pltp;14;[];('OCaml: 100.0%',);0;2017-11-29T13:47:47Z
 ; ; ;iex-auction-model;6;[];('OCaml: 100.0%',);0;2017-12-22T15:26:28Z
 ; ; ;pa_do;1;[];('OCaml: 99.51347670787173%, Makefile: 0.46509445804703436%, Shell: 0.02142883408122923%',);0;2018-01-09T17:19:41Z
 ; ; ;opam-repository;5;[];('%',);26;2024-10-31T07:52:26Z
 ; ; ;jupyter-imandra;0;[];('JavaScript: 57.47461737332918%, Jupyter Notebook: 34.1060114932459%, OCaml: 5.568240914538788%, CSS: 1.4742147555681477%, HTML: 0.5757806777026183%, Python: 0.5720527354708111%, Makefile: 0.22908205014455096%',);0;2021-06-30T15:49:16Z
 ; ; ;z3;0;[];('C++: 88.2052650037222%, Python: 3.1505191666685857%, C#: 2.4289737085128937%, C: 1.8960571031018216%, Java: 1.5879712555015402%, OCaml: 0.942150438408262%, TypeScript: 0.9213649455430187%, CMake: 0.66168162272767%, SMT: 0.12214355515797157%, D: 0.060203190413577176%, Batchfile: 0.009829174760182073%, Shell: 0.0048721680068966626%, JavaScript: 0.0046176517677304196%, Dockerfile: 0.00393490185631621%, Makefile: 0.0004161138513352871%',);2;2024-05-19T02:01:35Z
 ; ; ;zero-to-jupyterhub-k8s;0;[];('Python: 76.65349596289298%, Go: 13.070900925221489%, Shell: 9.144231477163963%, Ruby: 1.1313716347215745%',);0;2018-04-09T12:27:37Z
 ; ; ;imandra-examples;4;[];('OCaml: 75.17135473238699%, JavaScript: 13.208359863665306%, HTML: 6.136933967564328%, CSS: 4.481441252481367%, Python: 0.634855238023896%, Shell: 0.36705494587812276%',);0;2018-04-18T08:24:40Z
 ; ; ;jupyter-notebook-gist;0;[];('Python: 63.82969798657718%, JavaScript: 36.17030201342282%',);0;2018-03-08T14:41:57Z
 ; ; ;vimandra;0;[];('Vim Script: 100.0%',);0;2023-04-21T14:06:32Z
 ; ; ;jupyter-notebook;0;[];('JavaScript: 36.206944998623136%, Jupyter Notebook: 30.820665276692836%, Python: 28.217442860273913%, CSS: 2.5808179864861573%, HTML: 2.145954745299472%, Shell: 0.028174132624484146%',);0;2018-08-09T10:06:05Z
 ; ; ;imandra-reason-parser;3;[];('OCaml: 85.65474085994931%, Reason: 12.379986149557192%, C++: 0.7468754717486834%, Shell: 0.6695037607854313%, JavaScript: 0.3801579991037021%, Makefile: 0.11225401570216109%, Roff: 0.03507937990692534%, Standard ML: 0.021402363246584784%',);0;2021-11-01T17:44:05Z
teaminaho;;;;;;;;
 ; ; ;inaho-cloud-logger-js;0;['inaho-cloud-utils'];('JavaScript: 53.06334371754932%, TypeScript: 46.93665628245068%',);0;2020-07-17T02:00:09Z
 ; ; ;kalibr;0;[];('C++: 74.87182749116299%, Python: 17.386916720101635%, TeX: 5.838983601193769%, CMake: 1.4104736855235767%, C: 0.17090302652996203%, EmberScript: 0.13424286093266127%, MATLAB: 0.09659239475818669%, HTML: 0.035022360796590164%, Dockerfile: 0.021024843023075338%, Shell: 0.01685415405382398%, Objective-C: 0.010398156060325302%, Makefile: 0.0067607058633983195%',);0;2020-04-28T04:38:49Z
 ; ; ;graphql-example-server;0;[];('JavaScript: 100.0%',);0;2019-10-09T09:53:15Z
 ; ; ;darknet;0;[];('C: 63.30145655129581%, Cuda: 14.81797587742435%, C++: 13.669426357268126%, Python: 4.7612127775201%, CMake: 1.4422186877302923%, Batchfile: 0.6083395872607001%, PowerShell: 0.5031342626967996%, Shell: 0.4839245865938358%, Makefile: 0.2564939653748077%, C#: 0.15581734683518098%',);0;2020-02-02T11:27:39Z
 ; ; ;zense_pywrapper_for_serial;0;[];('Python: 50.25573337733047%, C++: 41.70928889622174%, Shell: 8.034977726447782%',);0;2020-06-24T13:36:41Z
 ; ; ;vision_opencv;0;[];('C++: 65.26625373524035%, Python: 21.15161449418318%, C: 10.447431024978966%, CMake: 2.167164698714787%, Shell: 0.9675360468827062%',);0;2019-07-10T18:23:02Z
 ; ; ;vision_msgs;0;[];('C++: 80.02815768302494%, CMake: 19.97184231697506%',);0;2019-10-04T21:03:57Z
 ; ; ;zense_open_close_toggle_test;0;[];('C++: 56.74401740391588%, Shell: 27.501812907904277%, Dockerfile: 8.73821609862219%, Makefile: 7.01595358955765%',);0;2020-06-02T11:42:40Z
 ; ; ;importRosbag;0;[];('Python: 100.0%',);0;2020-06-15T04:16:30Z
 ; ; ;apriltag_detector_pywrapper;0;[];('C++: 69.69153958328184%, Python: 30.139771126325417%, Objective-C: 0.16868929039274327%',);0;2020-08-11T01:28:16Z
 ; ; ;labelme_for_instance_segmentaiton;0;[];('Python: 99.71401228523102%, Dockerfile: 0.28598771476898427%',);0;2020-10-14T06:48:12Z
 ; ; ;segmentation_infer_with_captured_image;0;[];('Python: 100.0%',);0;2022-01-06T12:48:49Z
 ; ; ;inaho_vehicle;0;[];('Python: 79.37157568156314%, Shell: 10.00726120536009%, Dockerfile: 6.634101260809294%, CMake: 3.9870618522674763%',);0;2021-08-03T04:03:58Z
 ; ; ;pseudo_leaf_density_estimator;0;['agriculture-research', 'asparagus', 'leaf-area-index', 'vegetation-index'];('Jupyter Notebook: 99.76084128626177%, Python: 0.23915871373823594%',);0;2024-03-16T13:03:32Z
 ; ; ;vx300s-via-docker;0;[];('Shell: 52.42371265098538%, Python: 43.53146853146853%, Dockerfile: 4.044818817546091%',);0;2022-02-16T21:34:22Z
 ; ; ;vx300s-via-docker-wellplate;0;[];('Jupyter Notebook: 33.1778902103847%, Python: 32.6884507135252%, CMake: 18.314776450779554%, Shell: 8.634934259939419%, C++: 6.3841728637575414%, Dockerfile: 0.7997755016135821%',);0;2022-09-15T05:37:20Z
indro-robotics;"InDro Robotics is the leading Canadian UAV, ground and sea robotics research and development company. We are proud to hold a number of industry ""firsts"".";https://x.com/industryuavs;;;;;;
 ; ; ;bunker_base2;0;[];('C++: 76.30321364373712%, Python: 14.23560875093165%, CMake: 9.46117760533123%',);0;2023-08-01T17:15:53Z
 ; ; ;cmd_vel_mux;0;[];('C++: 48.772974210603%, Python: 47.70934371292384%, CMake: 3.5176820764731596%',);0;2022-07-20T20:24:45Z
 ; ; ;pointcloud_to_laserscan;0;[];('C++: 73.57684595937582%, Python: 11.05686804405312%, C: 9.24941155958504%, CMake: 6.116874436986023%',);0;2024-05-03T12:25:12Z
 ; ; ;navigation2_velocity_smoother;0;[];('C++: 94.00501548901018%, CMake: 5.994984510989822%',);0;2022-08-29T13:38:58Z
 ; ; ;scout_ros2;0;[];('C++: 60.800591813250044%, Python: 31.820921694339415%, CMake: 7.200394542166694%, Shell: 0.17809195024384897%',);0;2023-03-09T21:00:59Z
 ; ; ;hunter_ros2;0;[];('C++: 98.60242550675595%, CMake: 0.6685044631054754%, C: 0.37168511673292026%, Python: 0.35738491340565953%',);0;2023-03-09T21:00:50Z
 ; ; ;ranger_ros2;0;[];('C++: 83.3267858312054%, Python: 9.723040659988214%, CMake: 6.95017350880639%',);0;2023-03-09T21:01:08Z
 ; ; ;tracer_ros2;2;[];('C++: 70.18884089529861%, Python: 22.111162674472567%, CMake: 7.699996430228822%',);0;2023-03-09T21:00:54Z
 ; ; ;ugv_sdk;0;[];('C++: 56.14020717292134%, C: 38.26461173979887%, CMake: 5.366459157698415%, Shell: 0.22872192958136955%',);0;2023-10-25T12:55:33Z
 ; ; ;scout_ros2_nav;0;[];('C++: 60.87883842388778%, Python: 31.757403407071177%, CMake: 7.186021711191928%, Shell: 0.17773645784911543%',);0;2023-07-05T19:32:29Z
 ; ; ;tallysman_ros2;0;[];('Python: 100.0%',);11;2024-08-20T14:12:10Z
 ; ; ;teleop_twist_joy;0;[];('C++: 50.82333003813021%, Python: 40.73153509391329%, CMake: 8.445134867956503%',);0;2023-06-07T12:08:08Z
 ; ; ;urg_node2;0;[];('C++: 79.28626263487867%, Python: 17.917004307587323%, CMake: 2.796733057534013%',);0;2023-10-26T18:50:58Z
 ; ; ;unitree_sdk2;0;[];('C++: 99.86145091403812%, CMake: 0.11425476454515314%, Shell: 0.024294321416730498%',);0;2024-01-22T06:38:12Z
 ; ; ;speedtest-tracker;0;[];('PHP: 98.10250449841249%, Blade: 1.1731028254860516%, CSS: 0.3463609478489854%, Dockerfile: 0.2464573664217582%, JavaScript: 0.10149323449767268%, Shell: 0.030081127333045157%',);2;2024-06-13T18:45:09Z
 ; ; ;scout_ericson;0;[];('%',);1;2024-07-25T20:28:53Z
 ; ; ;bubs_2_door_light_control;0;[];('Python: 100.0%',);18;2024-08-21T14:57:26Z
 ; ; ;ugv_sdk_2024;0;[];('C++: 59.00808759193133%, C: 35.720197696691656%, CMake: 5.057109750041384%, Shell: 0.21460496133563506%',);0;2024-04-19T07:47:07Z
inertiallabs;;;;;;;;
 ; ; ;brand;0;[];('HTML: 68.91262638808873%, Python: 31.087373611911268%',);0;2021-10-16T03:07:30Z
 ; ; ;manufacture;0;[];('Python: 51.56338121737508%, HTML: 48.43661878262492%',);0;2022-02-23T11:57:05Z
 ; ; ;manufacture-reporting;0;[];('HTML: 58.99253418337388%, Python: 41.00746581662612%',);0;2021-10-16T05:12:07Z
 ; ; ;partner-contact;0;[];('HTML: 62.71637179988878%, Python: 37.28362820011122%',);0;2022-02-16T16:54:14Z
 ; ; ;product-attribute;0;[];('HTML: 67.15533793909958%, Python: 32.735092936215494%, JavaScript: 0.10956912468492291%',);0;2022-02-11T12:12:27Z
 ; ; ;product-variant;0;[];('Python: 51.12707485590864%, HTML: 48.87292514409136%',);0;2022-02-21T00:02:30Z
 ; ; ;project;0;[];('HTML: 63.96294188154068%, Python: 35.93370878411062%, SCSS: 0.10334933434869521%',);0;2022-02-17T18:13:51Z
 ; ; ;project-reporting;0;[];('Python: 100.0%',);0;2021-10-16T06:00:37Z
 ; ; ;purchase-workflow;0;[];('HTML: 53.98124845069204%, Python: 46.01875154930796%',);0;2022-02-23T08:37:44Z
 ; ; ;reporting-engine;0;[];('Python: 34.6162022045697%, JavaScript: 33.63733363052303%, HTML: 28.825749836442473%, Java: 1.3279632805615234%, CSS: 1.3029910905004551%, SCSS: 0.2897599574028097%',);0;2021-12-02T15:56:05Z
 ; ; ;server-tools;0;[];('Python: 50.95633686016404%, HTML: 47.883679839540925%, JavaScript: 1.1373664767993836%, SCSS: 0.022616823495648638%',);0;2022-01-27T07:45:54Z
 ; ; ;stock-logistics-warehouse;0;[];('Python: 50.53639007589043%, HTML: 48.42759187029503%, JavaScript: 0.8260598745842905%, SCSS: 0.19582289367417494%, Shell: 0.014135285556068154%',);0;2022-02-19T11:44:52Z
 ; ; ;stock-logistics-workflow;0;[];('HTML: 53.400264022362755%, Python: 46.58559569122257%, SCSS: 0.014140286414667065%',);0;2022-02-17T15:04:13Z
 ; ; ;web;0;[];('HTML: 44.35568873751056%, JavaScript: 30.387844049350882%, Python: 13.331939568687917%, SCSS: 11.644322877194817%, CSS: 0.2802047672558226%',);0;2022-02-02T11:19:09Z
 ; ; ;inertiallabs_ros_pkgs;0;[];('%',);3;
 ; ; ;inertiallabs-ros-pkgs;0;[];('C++: 95.98185353208036%, CMake: 3.2356985915938226%, Makefile: 0.7824478763258145%',);0;2021-10-28T22:47:35Z
 ; ; ;ardupilot;1;[];('C++: 62.62814694177691%, Python: 11.740805114749195%, C: 10.446061226882525%, Objective-C: 8.687708277188158%, Lua: 3.4136147899392015%, HTML: 1.094356819484339%, MATLAB: 0.9161760527993333%, Shell: 0.502423162486635%, Makefile: 0.14175623451678054%, NASL: 0.06600512565420769%, JavaScript: 0.052975720404993126%, Assembly: 0.04894742040569331%, OpenEdge ABL: 0.045967908571891675%, CMake: 0.037917267596959646%, PHP: 0.0329236057635081%, Batchfile: 0.0323753755860886%, Kotlin: 0.023183581578810546%, CSS: 0.02089531649045089%, Nasal: 0.01822567388736462%, Roff: 0.01568117078129802%, Jinja: 0.012996630619042746%, PowerShell: 0.012945978917868117%, Dockerfile: 0.006501294821355174%, Gnuplot: 0.0010011159761573504%, Emacs Lisp: 0.0004081931212308244%',);0;2024-03-12T22:37:00Z
 ; ; ;MAVProxy;0;[];('Python: 94.66582719243232%, JavaScript: 4.558108275844047%, HTML: 0.37637516985470887%, Inno Setup: 0.2713592296435664%, Batchfile: 0.128330132225358%',);0;2024-04-12T03:11:40Z
 ; ; ;MissionPlanner;0;[];('C#: 73.34222439994156%, JavaScript: 19.650427386246218%, Lua: 5.18554188566616%, Python: 1.1617408787203432%, HTML: 0.3541580061606859%, XSLT: 0.13852009671033516%, CSS: 0.06544247414692071%, Smalltalk: 0.025636421812935455%, C++: 0.024251071883474095%, Batchfile: 0.0218395368210784%, C: 0.021683953913827065%, Shell: 0.005020031464822341%, PowerShell: 0.00351385651164452%',);0;2024-04-11T15:55:27Z
 ; ; ;mavlink;0;[];('CMake: 81.40317445001929%, Python: 10.166200308761097%, Shell: 8.430625241219607%',);5;2024-06-25T05:23:04Z
inertialsense;Autonomous Navigation Solutions;;;;;;;
 ; ; ;nav-ecl;1;[];('C++: 80.45092170830533%, MATLAB: 11.808155494387888%, C: 5.110233234071476%, CMake: 2.289531691820097%, Shell: 0.3411578714152137%',);0;2016-12-23T08:29:08Z
 ; ; ;Matrix;1;[];('C++: 88.51504474550477%, CMake: 5.842555373596017%, Python: 4.980728830661836%, Shell: 0.6616710502373745%',);0;2016-12-23T08:29:01Z
 ; ; ;inertial-sense-sdk;34;[];('C++: 59.850060051001236%, C: 26.658983313076742%, Python: 11.941670004081267%, CMake: 0.5199628305977765%, Batchfile: 0.5193339067022847%, Shell: 0.5001517278897873%, VBScript: 0.009838166650906133%',);100;2024-11-08T20:12:28Z
 ; ; ;GpsDrivers;0;[];('C++: 100.0%',);0;2017-10-07T12:59:11Z
 ; ; ;qgroundcontrol;0;[];('C++: 65.57105556167194%, C: 21.29662865172174%, QML: 10.91207776568372%, Java: 0.7595564191647078%, QMake: 0.6150921563531077%, Roff: 0.37632355227868347%, CSS: 0.1523879839783351%, Objective-C: 0.119543911460893%, Shell: 0.06089276857229441%, CMake: 0.04830845223407793%, Python: 0.04472610739146275%, NSIS: 0.034887073140557306%, Objective-C++: 0.004270438802483835%, PowerShell: 0.004249157545993052%',);0;2017-12-21T04:37:05Z
 ; ; ;inertial-sense-ros-old;16;[];('C++: 97.36370364279253%, CMake: 2.6362963572074665%',);0;2021-11-18T17:32:36Z
 ; ; ;Firmware;1;[];('C++: 49.127911004253605%, C: 41.04159469795814%, CMake: 4.464171519890958%, Python: 3.6610637082942645%, Shell: 1.151248388253974%, Groovy: 0.17668663832917256%, EmberScript: 0.11699721796691628%, Makefile: 0.0809665861762142%, HTML: 0.05205505991212499%, Jupyter Notebook: 0.04787004492221426%, Perl: 0.03263567435018625%, MATLAB: 0.028447796832922638%, Jinja: 0.0132907144994224%, Nix: 0.004113451806088733%, Dockerfile: 0.000830132932335235%, GDB: 0.00011736362146808494%',);0;2024-03-22T01:00:23Z
 ; ; ;realsense-ros;0;[];('C++: 75.15266195896781%, Python: 22.701415294251078%, CMake: 2.1459227467811157%',);0;2019-12-11T06:53:24Z
 ; ; ;livox_high_precision_mapping;4;[];('C++: 93.94725333462912%, CMake: 3.6170703855778807%, C: 1.3709030831652858%, Makefile: 0.8989528414198595%, Python: 0.1658203552078525%',);0;2020-11-30T23:49:39Z
 ; ; ;geometry;0;[];('C++: 97.10101725230093%, CMake: 2.898982747699072%',);0;2021-05-04T16:08:06Z
 ; ; ;docs.inertialsense.com;0;[];('CSS: 52.02622169249106%, Batchfile: 40.166865315852206%, Shell: 5.66150178784267%, JavaScript: 2.1454112038140645%',);81;2024-11-12T15:58:54Z
 ; ; ;IS-hdw;1;[];('%',);28;2024-11-05T23:42:00Z
 ; ; ;inertial-sense-ros;3;[];('C++: 98.55283770997814%, CMake: 1.4471622900218704%',);0;2024-04-30T00:10:56Z
 ; ; ;gscam;0;[];('C++: 81.18474911465759%, CMake: 17.40790139355195%, Shell: 1.0210182587499426%, Makefile: 0.3863312330405188%',);0;2023-01-10T23:55:36Z
 ; ; ;libusb;0;[];('C: 92.30854849506898%, C++: 4.631622609358534%, M4: 1.3189166162193673%, Makefile: 1.0838962611344396%, Shell: 0.6012036885784111%, PowerShell: 0.05581232964027072%',);0;2023-04-23T15:41:43Z
 ; ; ;yaml-cpp;0;[];('C++: 86.5431436470928%, Python: 10.024495337169066%, C: 1.2119929319152034%, CMake: 1.0877079588285452%, Starlark: 0.6192688306455539%, Shell: 0.39075232631516965%, SCSS: 0.06887719735878783%, HTML: 0.05376177067486671%',);0;2023-03-23T00:14:49Z
 ; ; ;rpg_trajectory_evaluation;0;[];('Python: 99.89912999621737%, CMake: 0.10087000378262514%',);0;2022-09-14T17:24:35Z
Infineon;;;;;;;;
 ; ; ;PSoC-4-BLE;221;['non-mtb-2-x'];('C: 94.53258424605109%, C++: 5.083011447262817%, Objective-C: 0.38440430668609704%',);0;2018-12-07T06:27:22Z
 ; ; ;EZ-BLE_PRoC_Module;13;['non-mtb-2-x'];('C: 94.92183562937304%, C++: 5.0781643706269595%',);0;2018-04-16T23:43:08Z
 ; ; ;bleapp;30;['non-mtb-2-x'];('C: 63.991388294419465%, C++: 17.15777725765452%, Pawn: 11.14713451207233%, Assembly: 4.847335492657964%, HTML: 1.502573710376575%, Java: 0.9888993406737894%, Swift: 0.3648913921453577%',);0;2019-07-30T17:52:31Z
 ; ; ;CyScope;24;['non-mtb-2-x'];('C: 62.10320561229742%, C++: 14.87629176232452%, Tcl: 8.095759523573724%, Pawn: 7.036391533635885%, HTML: 4.872032173193566%, Assembly: 2.467269445277633%, Verilog: 0.5465711688859749%, Visual Basic 6.0: 0.0020989057333854824%, Batchfile: 0.0003798750778887802%',);0;2023-01-18T20:48:40Z
 ; ; ;Assets;1;[];('%',);1;2024-06-26T14:44:54Z
 ; ; ;XMC-for-Arduino;106;['arduino', 'arduino-ide', 'arduino-platform', 'infineon', 'makers', 'microcontroller', 'platformio', 'prototyping', 'xmc'];('C: 96.10245038807109%, C++: 2.67798885548485%, Assembly: 1.0623046104957843%, Python: 0.10382493535319573%, Makefile: 0.05343121059507677%',);100;2024-11-07T13:38:41Z
 ; ; ;DC-Motor-Control-BTN8982TA;16;['arduino', 'arduino-ide', 'arduino-library', 'dc-motor-control', 'infineon', 'makers', 'motor', 'prototyping'];('C++: 97.02423881345834%, C: 2.9757611865416576%',);1;2024-09-17T13:01:40Z
 ; ; ;TLV493D-A1B6-3DMagnetic-Sensor;39;['3d', 'arduino', 'arduino-ide', 'arduino-library', 'digital', 'infineon', 'magneti', 'magnetometer', 'makers', 'prototyping', 'sensor', 'xmc', 'xmc-2go'];('C++: 55.998023242838244%, Processing: 44.001976757161756%',);5;2024-09-17T13:03:47Z
 ; ; ;DPS310-Pressure-Sensor;45;['arduino', 'arduino-library', 'infineon', 'makers', 'pressure-sensor', 'prototyping', 'shield2go'];('C++: 99.52604900543488%, C: 0.4739509945651179%',);1;2024-09-17T13:03:55Z
 ; ; ;eltt2;85;['hash', 'infineon', 'linux', 'pcr', 'tpm'];('C: 99.750047004435%, Makefile: 0.2499529955649933%',);0;2022-06-07T13:56:20Z
 ; ; ;multi-half-bridge;6;['arduino', 'arduino-library', 'automotive', 'cypress', 'dc-motors', 'hat', 'infineon-shields', 'library', 'makers', 'modus-toolbox', 'multi-motor-applications', 'prototyping', 'psoc6', 'raspberry-pi', 'tle94112el', 'tle94112es', 'wiced'];('C++: 85.7320254694455%, Python: 7.594404975975002%, CMake: 4.302022226807771%, Makefile: 1.5656781534652007%, Shell: 0.7469121245172892%, Batchfile: 0.05895704978922855%',);2;2024-09-17T12:27:03Z
 ; ; ;CypressAcademy_PSoC101_Files;3;['non-mtb-2-x'];('C: 52.45389973576657%, C++: 23.640431650796952%, Pawn: 18.03634699972248%, Assembly: 3.3117392629183473%, HTML: 1.8878028317377757%, OpenEdge ABL: 0.6697795190578775%',);0;2018-08-27T19:27:59Z
 ; ; ;CypressAcademy_WICED_WiFi101_Files;16;['non-mtb-2-x'];('C: 93.25522703271866%, C++: 4.317581989412484%, Uno: 1.595158354024161%, Makefile: 0.3848817751057233%, Roff: 0.1681850904848199%, HTML: 0.10116700739781573%, Perl: 0.07409148596659997%, OpenEdge ABL: 0.04384353370709682%, R: 0.03134269145176757%, Shell: 0.02467788841153806%, Batchfile: 0.0038431513193226247%',);0;2019-02-07T14:43:20Z
 ; ; ;ESP8266-Sensor-Box;2;['makers'];('%',);0;2018-02-26T14:37:53Z
 ; ; ;PSoC4-MCU-Getting-Started;4;['non-mtb-2-x'];('C: 100.0%',);0;2018-10-27T15:08:25Z
 ; ; ;Stepper-Motor-Shield-IFX9201-XMC1300;2;['arduino', 'arduino-library', 'infineon', 'makers', 'prototyping', 'stepper-motor'];('C++: 100.0%',);2;2024-09-17T12:41:55Z
 ; ; ;PSoC4-MCU-Pioneer-Kits;9;['40', '41', '42', '44', '46', 'ble', 'cy8ckit', 'non-mtb-2-x', 'pioneer-kit', 'proximity-sensor', 'psoc', 'psoc-device'];('C: 97.59676180296225%, C++: 2.1847157980683636%, Objective-C: 0.21852239896938738%',);0;2018-10-30T18:04:43Z
 ; ; ;PSoC4-MCU-Device-Related-Designs;1;['bootloader', 'cypress', 'designs', 'device', 'dog', 'lowpower', 'non-mtb-2-x', 'psoc-application', 'related', 'timer', 'watch'];('C: 100.0%',);0;2018-10-27T15:06:10Z
 ; ; ;PSoC4-MCU-Capacitive-Touch-Designs;1;['capsense', 'cypress', 'non-mtb-2-x', 'proximity-sensor', 'psoc', 'psoc-device', 'slider', 'trackpad', 'tune'];('C: 100.0%',);0;2018-10-27T15:08:03Z
 ; ; ;PSoC4-MCU-USB-Connectivity-Designs;5;['bootable', 'bootloader', 'communication-interface', 'connectivity', 'cypress', 'lpm', 'mcu', 'non-mtb-2-x', 'psoc-device', 'usb', 'usbfs'];('C: 85.61128293028281%, C++: 14.388717069717181%',);0;2018-10-27T15:06:43Z
 ; ; ;PSoC4-MCU-Analog-Designs;13;['adc', 'amplifier', 'comporator', 'cypress', 'dac', 'debouner', 'mcu', 'non-mtb-2-x', 'psoc', 'psoc-device'];('C: 100.0%',);0;2018-10-27T15:04:45Z
 ; ; ;PSoC4-MCU-System-Designs;1;['control', 'cypress', 'fancontrol', 'firmware', 'non-mtb-2-x', 'pmbus', 'psoc', 'psoc-device', 'shc', 'thermal'];('C: 100.0%',);0;2018-10-27T15:05:45Z
 ; ; ;PSoC4-MCU-BLE-Connectivity-Designs;13;['battery-level', 'ble-component', 'ble-psoc', 'bluetooth', 'bluetooth-low-energy', 'bootloader', 'cycling', 'cypress', 'heart', 'heart-rate', 'non-mtb-2-x', 'psoc-device'];('C: 97.77331152676679%, C++: 1.0999262876623974%, Objective-C: 0.6261709511962898%, Batchfile: 0.5005912343745201%',);0;2018-10-27T15:07:08Z
 ; ; ;PSoC4-MCU-Digital-Designs;2;['counters', 'cypress', 'i2c', 'i2c-master', 'i2c-slave', 'non-mtb-2-x', 'psoc', 'psoc-device', 'pwm', 'scb', 'spi', 'tcpwm', 'uart'];('C: 96.00978032669363%, C++: 3.990219673306365%',);0;2018-10-27T15:07:29Z
 ; ; ;TLE493D-3DMagnetic-Sensor;27;['arduino', 'arduino-library', 'infineon', 'magnetic-sensor', 'makers', 'prototyping', 'sensors-2go'];('C++: 83.78333286989405%, Processing: 16.216667130105943%',);4;2024-07-26T07:38:31Z
 ; ; ;PSoC6-101-Video-Projects;9;['non-mtb-2-x'];('C: 57.01628623252406%, C++: 18.953637840772835%, Pawn: 18.6909130276831%, OpenEdge ABL: 3.9186328127702397%, Assembly: 1.187324561621664%, Verilog: 0.22277906502541361%, HTML: 0.010426459602686653%',);0;2018-05-22T15:39:54Z
 ; ; ;F-RAM;6;['non-mtb-2-x'];('C: 96.53267629249693%, Makefile: 1.945982961984682%, Assembly: 1.5213407455183923%',);0;2020-10-10T15:39:28Z
