organization;top 3 repo;stars_count;languages;ros_repos;name_parts
lgsvl;['simulator', 'Autoware', 'lanefollowing', 'autoware-data', 'duckietown2'];2569;['JavaScript', 'Makefile', 'HLSL', 'C++', 'CMake', 'HTML', 'Ruby', 'NASL', 'CSS', 'Scala', 'Java', 'QMake', 'Pascal', 'Jupyter Notebook', 'GLSL', 'Shell', 'Cuda', 'MATLAB', 'Python', 'TSQL', 'GDB', 'Assembly', 'PHP', 'Dockerfile', 'Go', 'BitBake', 'C', 'C#', 'ShaderLab', 'BlitzBasic', 'Batchfile'];['meta-ros2-lgsvl', 'meta-ros2', 'build-ros2-lgsvl'];['chromium', 'src', 'trace', 'chrome', 'chromium', 'source', 'tarball', 'meta', 'lgsvl', 'browser', 'lge', 'cr', 'stats', 'lge', 'git', 'stats', 'duckietown2', 'meta', 'ros2', 'lgsvl', 'meta', 'ros2', 'vision', 'opencv', 'build', 'ros2', 'lgsvl', 'simulator', 'rosbridge', 'suite', 'apollo', 'simulator', 'map', 'Autoware', 'autoware', 'data', 'autoware', 'perception', 'apollo', 'vehicle', 'lgsvl.github.io', 'lgsvl', 'msgs', 'lgsvl_msgs', 'release', 'lanefollowing', 'data', 'marketplace', 'data', 'marketplace', 'chaincode', 'data', 'marketplace', 'chaincode', 'rest', 'data', 'marketplace', 'file', 'delivery', 'data', 'marketplace', 'stream', 'delivery', 'data', 'marketplace', 'facade', 'data', 'marketplace', 'portal', 'data', 'marketplace', 'pipeline']
lionsbot-official;['fleet_adapter_lionsbot'];4;['Python'];[];['fleet', 'adapter', 'lionsbot']
Livox-SDK;[];0;[];[];[]
locusrobotics;['fuse', 'robot_navigation', 'catkin_virtualenv', 'qgis_ros', 'json_transport'];1411;['QML', 'Shell', 'Batchfile', 'JavaScript', 'Groovy', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'EmberScript', 'Jinja', 'HTML', 'Ruby', 'Awk', 'Dockerfile', 'CSS'];['gazebo_ros_pkgs', 'ros_buildfarm', 'royale_ros', 'ros_comm', 'ros', 'qgis_ros'];['gazebo', 'ros', 'pkgs', 'urg', 'node', 'urg', 'c', 'robot', 'localization', 'ros', 'buildfarm', 'bloom', 'copyrightify', 'robot', 'navigation', 'image', 'pipeline', 'royale', 'ros', 'ros', 'comm', 'catkin', 'virtualenv', 'catkin_virtualenv', 'release', 'roslint', 'ros', 'json', 'transport', 'json_transport', 'release', 'tailor', 'distro', 'toydistro', 'qgis', 'ros', 'fuse', 'laser', 'proc', 'imu', 'tools', 'apt', 'boto', 's3', 'tailor', 'image', 'tailor', 'meta', 'wireless', 'tf2', '2d', 'apt', 'transport', 's3', 'nettop']
logivations;['teb_local_planner', 'navigation2', 'AugmentedAutoencoder', 'costmap_converter', 'BehaviorTree.CPP'];5;['JavaScript', 'PowerShell', 'VCL', 'Makefile', 'C++', 'CMake', 'HTML', 'CSS', 'SCSS', 'Groovy', 'Jupyter Notebook', 'Perl', 'GLSL', 'Shell', 'Cuda', 'MATLAB', 'M4', 'Python', 'OCaml', 'Dockerfile', 'Go', 'TypeScript', 'C', 'Batchfile'];['Azure_Kinect_ROS_Driver'];['jetson', 'inference', 'keras', 'retinanet', 'pixelnet', 'similarity', 'detection', 'facenet', 'Calibrate', 'Camera', 'piserialkeyboard', 'libdmtx', 'apriltags3', 'py', 'apriltag', 'labeler', 'teb', 'local', 'planner', 'navigation2', 'CRAFT', 'pytorch', 'FRUCD', 'MotorController', 'Motorcontroller', 'Augmented', 'Autoencoder', 'costmap', 'converter', 'robot', 'localization', 'tailon', 'vision', 'Azure', 'Kinect', 'ROS', 'Driver', 'jetson', 'containers', 'mmpose', 'resnet', 'classifier', 'training', 'jira', 'custom', 'scripts', 'labeling', 'App', 'forklift', 'View', 'App', 'Behavior', 'Tree.', 'CPP', 'spatio', 'temporal', 'voxel', 'layer', 'realsense', 'gazebo', 'plugin']
loopx-ai;['fast-lio', 'AutowareArchitectureProposal.iv', 'AutowareArchitectureProposal.proj', 'webviz', 'surround-view-system-introduction'];1;['JavaScript', 'Makefile', 'C++', 'CMake', 'HTML', 'Less', 'CSS', 'SCSS', 'HCL', 'Cython', 'Jupyter Notebook', 'PureBasic', 'QMake', 'Shell', 'Cuda', 'MATLAB', 'Nearley', 'Python', 'EJS', 'Dockerfile', 'Go', 'Rich Text Format', 'Smarty', 'TypeScript', 'C'];['hunter_ros2', 'patchwork-plusplus-ros', 'ars548_ros', 'ros_canopen'];['Autoware', 'Architecture', 'Proposal.iv', 'Autoware', 'Architecture', 'Proposal.proj', 'webviz', 'surround', 'view', 'system', 'introduction', 'hunter', 'ros2', 'LIO', 'SAM', '6AXIS', 'Updating', 'H', 'Dmap', 'By', 'Mono', 'Camera', 'eagleye', 'Paddle3', 'D', 'carlaviz', 'studio', 'Vo', 'TT', 'Calibration', 'Tools', 'autoware.universe', 'scalabel', 'langchain', 'haystack', 'casdoor', 'gscam', 'conti', 'radar', 'driver', 'patchwork', 'plusplus', 'ros', 'fast', 'lio', 'ars548', 'ros', 'socketcan', 'interface', 'ros', 'canopen']
lucidvisionlabs;[];0;[];[];[]
lulav;['ros2_fprime_bridge', 'gtsam', 'sba_matlab', 'ICLOCS', '_dummy_ros2_ws'];5;['JavaScript', 'Makefile', 'SWIG', 'C++', 'CMake', 'Fortran', 'CSS', 'Jupyter Notebook', 'XSLT', 'Mako', 'Shell', 'MATLAB', 'Gnuplot', 'Python', 'Mathematica', 'Dockerfile', 'Smarty', 'TypeScript', 'C', 'Batchfile'];['_dummy_ros2_ws', 'ros2_fprime_bridge', 'ros_network_viz'];['gtsam', 'sba', 'matlab', 'ICLOCS', '', 'dummy', 'ros2', 'ws', 'lulav', 'lrs', 'demo', 'citros', 'doc', 'ros2', 'fprime', 'bridge', '.github', 'pdoc', 'orbital', 'dynamics', 'fluent', 'bit', 'otel', 'observability', 'pipeline', 'demo', 'citros', 'gitolite', 'docker', 'ros', 'network', 'viz']
luminartech;['UnityROS', 'autosar', 'pointgrey_camera_driver', 'react-stylus-webpack-boilerplate', 'three.js'];17;['JavaScript', 'Yacc', 'Makefile', 'Meson', 'Lex', 'C++', 'GAP', 'CMake', 'HTML', 'Fortran', 'Mirah', 'Emacs Lisp', 'Ruby', 'Rust', 'Cool', 'CSS', 'LLVM', 'Mercury', 'Java', 'M', 'Objective-C++', 'Prolog', 'QMake', 'IDL', 'Perl', 'HCL', 'XSLT', 'GLSL', 'Slash', 'Shell', 'Cuda', 'MATLAB', 'Gnuplot', 'M4', 'Python', 'OCaml', 'RenderScript', 'Mathematica', 'Objective-C', 'Roff', 'Assembly', 'PHP', 'Dockerfile', 'Brainfuck', 'Go', 'Swift', 'Logos', 'QML', 'AppleScript', 'Forth', 'Tcl', 'MAXScript', 'C', 'C#', 'Vim Script', 'Batchfile'];['UnityROS', 'ethz_piksi_ros'];['pointgrey', 'camera', 'driver', 'react', 'stylus', 'webpack', 'boilerplate', 'three.js', 'VTK', 'yaml', 'cpp', 'eigen', 'pcl', 'flann', 'rviz', 'satellite', 'glfw', 'glm', 'openvr', 'glew', 'Unity', 'ROS', 'llvm', 'clang', 'tools', 'extra', 'clang', 'ethz', 'piksi', 'ros', 'jsoncpp', 'qtbase', 'qtgamepad', 'envision', 'qt', 'dependencies', 'novatel', 'gps', 'driver', 'miniz', 'public', 'autosar', 'crow', 'terraformy', 'libzmq', 'cppzmq', 'onnx', 'tensorrt']
luxai-qtrobot;['tutorials', 'QA', 'software', 'luxai-qtrobot.github.io', 'paramify'];17;['JavaScript', 'Shell', 'Python', 'Vue', 'C++', 'TypeScript', 'CMake', 'HTML', 'CSS', 'SCSS'];[];['QA', 'tutorials', 'luxai', 'qtrobot.github.io', 'software', 'paramify']
Luxolis-AI;['usdz-to-glb', 'image-super-resolution', 'drive', 'gender-age-detection'];0;['Shell', 'Python', 'C++', 'Jupyter Notebook', 'Dockerfile'];[];['usdz', 'to', 'glb', 'image', 'super', 'resolution', 'drive', 'gender', 'age', 'detection']
luxonis/;[];0;[];[];[]
machanirobotics;['.github', 'tracing-gstreamer', 'graphql-client', 'babeltrace1'];0;['C', 'Shell', 'Nix', 'Rust'];[];['.github', 'tracing', 'gstreamer', 'graphql', 'client', 'babeltrace1']
magazino;['pylon_camera', 'systemd_ros', 'cartographer_magazino', 'camera_control_msgs', 'cartographer_ros'];161;['JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Ruby', 'Awk', 'CSS', 'Java', 'DTrace', 'Processing', 'Objective-C++', 'EmberScript', 'Common Lisp', 'Shell', 'MATLAB', 'M4', 'Python', 'Objective-C', 'PHP', 'Go', 'Swift', 'Starlark', 'C', 'C#', 'Batchfile'];['cartographer_ros', 'ros_comm', 'systemd_ros', 'ros_pytest', 'ros'];['pylon', 'camera', 'camera', 'control', 'msgs', 'actionlib', 'cartographer', 'ros', 'cartographer', 'diagnostics', 'rosdistro', 'navigation', 'stargazer', 'path', 'planner', 'ros', 'comm', 'rosbridge', 'suite', 'cartographer', 'magazino', 'ifm3d', 'geometry2', 'async', 'grpc', 'grpc', 'rosconsole', 'pluginlib', 'rosserial', 'systemd', 'ros', 'vcstools', 'ros', 'pytest', 'luigi', 'rosdep', 'bond', 'core', 'ros', 'class', 'loader', 'geneus', 'urdf', 'parser', 'py']
MakarenaLabs;['Common-PL-Devices-on-PYNQ', 'Xilinx-FPGA-HLS-PYNQ-ALVEO-Flow', 'Shared-Memory-NodeJS-Demo-Server', 'ansible-role-wordpress', 'Predictive-Maintenance-PYNQ'];128;['JavaScript', 'VHDL', 'Makefile', 'C++', 'HTML', 'Ruby', 'CSS', 'SCSS', 'Jupyter Notebook', 'Verilog', 'Coq', 'Shell', 'Python', 'Objective-C', 'Dockerfile', 'Go', 'BitBake', 'Tcl', 'TypeScript', 'C', 'Batchfile', 'SystemVerilog'];[];['Orator', 'Google', 'App', 'Engine', 'Advanced', 'EasyWeb', 'LPC1768', 'kongo', 'jwt', 'Music', 'Samples', 'Italian', 'speech', 'samples', 'ansible', 'role', 'wordpress', 'ansible', 'role', 'icecast', 'ansible', 'role', 'kimai', 'Xilinx', 'FPGA', 'HLS', 'PYNQ', 'ALVEO', 'Flow', 'PYNQ', 'X', 'NUCLEO', 'IKS01A2', 'Python', 'modbus', 'master', 'uartlite', 'rs485', 'axi', 'X', 'NUCLEO', 'IKS01A2', 'PL', 'Python', 'microserver', 'flask', 'Azure', 'IoT', 'Telegram', 'Bot', 'Azure', 'IoT', 'dashboard', 'mini', 'Azure', 'IoT', 'dashboard', 'ESP32', 'Python', 'HTTP', 'Server', 'Azure', 'IoT', 'Hub', 'PYNQ', 'AzureIOT', 'Messages', 'centos7', 'npm12', 'yarn', 'centos7', 'php7.3', 'composer', 'Predictive', 'Maintenance', 'PYNQ', 'Shared', 'Memory', 'NodeJS', 'Demo', 'Server', 'Common', 'PL', 'Devices', 'on', 'PYNQ', 'PYNQ', 'Microblaze', 'Tutorial', 'USB', 'Device', 'on', 'PYNQ', 'using', 'Arduino', 'KRIA', 'Motor', 'Control', 'ZynqMP', 'FPGA', 'Ubuntu22.04', 'Desktop', 'ZynqMP', 'FPGA', 'Linux']
MarvelmindRobotics;['marvelmind.py', 'marvelmind_nav-release', 'marvelmind.c', 'marvelmind_ros2_upstream', 'marvelmind_ros2_release_repo'];26;['Shell', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'Batchfile', 'Java'];['marvelmind_ros2_upstream', 'marvelmind_ros2_release_repo', 'marvelmind_ros2_msgs_upstream', 'marvelmind_ros2_msgs_release'];['marvelmind_nav', 'release', 'marvelmind.py', 'marvelmind.c', 'marvelmind', 'ros2', 'upstream', 'marvelmind', 'ros2', 'release', 'repo', 'marvelmind', 'ros2', 'msgs', 'upstream', 'marvelmind', 'ros2', 'msgs', 'release', 'marvelmind', 'udp', 'c', 'marvelmind', 'api', 'example', 'arduino', 'sample', 'uart', 'arduino', 'sample', 'spi', 'arduino', 'sample', 'uart', 'imu', 'raw', 'arduino', 'sample', 'uart', 'imu', 'fusion', 'arduino', 'sample', 'uart', 'path', 'arduino', 'sample', 'uart', 'user', 'data', 'receive', 'arduino', 'sample', 'uart', 'user', 'data', 'send', 'arduino', 'sample', 'uart', 'ranges', 'marvelmind', 'android']
mathworks;['thingspeak-arduino', 'MATLAB-Language-grammar', 'Raspbian_OS_Setup', 'WindTurbineHighSpeedBearingPrognosis-Data', 'quadcopter-simulation-ros-gazebo'];795;['JavaScript', 'Yacc', 'SMT', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Fortran', 'Rust', 'Awk', 'XS', 'CSS', 'Java', 'M', 'Perl', 'SmPL', 'GLSL', 'Batchfile', 'sed', 'Shell', 'MATLAB', 'Gnuplot', 'M4', 'Python', 'Perl 6', 'Objective-C', 'Roff', 'Arc', 'GDB', 'TSQL', 'Assembly', 'PHP', 'Dockerfile', 'PLSQL', 'Gherkin', 'Forth', 'Tcl', 'C', 'Clojure', 'UnrealScript', 'Lex'];['quadcopter-simulation-ros-gazebo'];['ios', 'deploy', 'Enigma', 'thingspeak', 'arduino', 'xilinx', 'linux', 'buildroot', 'xilinx', 'uboot', 'altera', 'linux', 'altera', 'uboot', 'thingspeak', 'particle', 'auvsi', 'cv', 'import', 'auvsi', 'cv', 'blob', 'auvsi', 'cv', 'feature', 'auvsi', 'cv', 'registration', 'auvsi', 'cv', 'object', '1', 'auvsi', 'cv', 'object', '2', 'auvsi', 'cv', 'all', 'mathworks.github.io', 'Raspberry', 'Pi', 'Robot', 'libusb', 'librtlsdr', 'Raspbian', 'OS', 'Setup', 'MinGW', '492', 'MinGW', '53', 'armlinarotoolchain', 'T', 'MATS', 'physvis', 'quadcopter', 'simulation', 'ros', 'gazebo', 'hdf5', 'datastore', 'MATLAB', 'Language', 'grammar', 'WindTurbineHighSpeedBearingPrognosis', 'Data']
MechMindRobotics;['mecheye_ros_interface', 'mecheye_python_samples', 'mecheye_python_interface-archived', 'mecheye_ros2_interface', 'mecheye_csharp_interface-archived'];63;['JavaScript', 'Python', 'C++', 'C', 'CMake', 'C#', 'HTML'];['mecheye_ros_interface', 'mecheye_ros2_interface'];['mecheye', 'ros', 'interface', 'mecheye_cpp_interface', 'archived', 'mecheye_python_interface', 'archived', 'mecheye_csharp_interface', 'archived', 'mecheye', 'csharp', 'samples', 'mecheye', 'python', 'samples', 'mecheye', 'cpp', 'samples', 'mecheye', 'ros2', 'interface', 'mecheye', 'halcon', 'samples', '.github', 'mechdlk', 'sdk', 'mecheye', 'labview', 'samples', 'mecheye', 'visionpro', 'samples', 'docs', 'html', 'aitest']
microchiptech;['gcp-iot-core-examples', 'cryptoauth-openssl-engine', 'XPRESS-Loader', 'mla_usb', 'aws-iot-firmware-pic32mz'];363;['JavaScript', 'Yacc', 'Makefile', 'Lex', 'C++', 'CMake', 'HTML', 'Awk', 'XS', 'CSS', 'Java', 'SourcePawn', 'Perl', 'Shell', 'Python', 'Objective-C', 'Arc', 'Assembly', 'Groff', 'PHP', 'Logos', 'Smarty', 'Scilab', 'ApacheConf', 'Haskell', 'Tcl', 'C', 'Clojure', 'UnrealScript', 'Batchfile', 'XC'];[];['wcm', 'ami', 'blecm', 'android', 'app', 'blecm', 'ios', 'app', 'wcm', 'android', 'app', 'wcm', 'ios', 'app', 'mla', 'usb', 'mla', 'fileio', 'wcm', 'aws', 'iot', 'sdk', 'RN1723', 'Dev', 'Board', 'stage1', 'u', 'boot', 'pic32', 'linux', 'pic32', 'buildroot', 'pic32', 'br', 'bsp', 'classb', 'mcu32', 'classb', 'mcu16', 'classb_mcu8', 'PIC16', 'cryptoauth', 'openssl', 'engine', 'openocd', 'XPRESS', 'Loader', 'aws', 'iot', 'firmware', 'pic32mz', 'aws', 'iot', 'insight', 'on', 'things', 'desktop', 'app', 'AWS', 'Secure', 'Insight', 'pic32mx470', 'curiosity', 'pic32mz', 'ef', 'curiosity', 'PIC32WK', 'Masters_MQTTDashboard', 'unicens', 'unicens', 'linux', 'daemon', 'unicens', 'bare', 'metal', 'sam', 'v71', 'gcp', 'iot', 'core', 'examples']
microsoft;['plcrashreporter', 'php-sdk-binary-tools', 'cocos2d-x', 'audio-recorder', 'HealthVault-Mobile-iOS-Library'];4075;['PowerShell', 'JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Awk', 'Ruby', 'CSS', 'FLUX', 'Java', 'Visual Basic', 'Objective-C++', 'XSLT', 'Puppet', 'GLSL', 'Smalltalk', 'Shell', 'M4', 'Python', 'Csound Document', 'Objective-C', 'Assembly', 'PHP', 'PLSQL', 'Swift', 'Rich Text Format', 'Smarty', 'C', 'C#', 'Batchfile'];[];['HealthVault', 'Mobile', 'iOS', 'Library', 'Bean', 'Spy', 'healthvault', 'ios', 'sdk', 'Windows', 'Azure', 'Toolkit', 'For', 'Eclipse', 'With', 'Java', 'php', 'sdk', 'binary', 'tools', 'LI', 'S3.5', 'plcrashreporter', 'filter', 'explorer', 'filter', 'effects', 'real', 'time', 'filter', 'demo', 'photo', 'inspector', 'camera', 'explorer', 'map', 'explorer', 'music', 'explorer', 'here', 'launchers', 'azure', 'puppet', 'weekly', 'planner', 'wp', 'drumkitx', 'diner', 'wp', 'rss', 'reader', 'wp', 'audio', 'recorder', 'cocos2d', 'x', 'dynamic', 'layout', 'sample', 'nfc', 'ndef', 'tag', 'reader', 'nfc', 'talk', 'car', 'trumps', 'drumkit', 'wp', 'bubble', 'level', 'wp', 'phone', 'info', 'launchapp', 'tag', 'maker']
lord-microstrain;['microstrain_inertial', 'MSCL', 'ntrip_client', 'SensorCloud', 'mip_sdk'];317;['PowerShell', 'JavaScript', 'Yacc', 'Makefile', 'Qt Script', 'SWIG', 'Lex', 'C++', 'CMake', 'HTML', 'Emacs Lisp', 'Awk', 'XS', 'CSS', 'Java', 'SourcePawn', 'Objective-C++', 'Jupyter Notebook', 'Perl', 'Pascal', 'XSLT', 'SmPL', 'Nix', 'GLSL', 'sed', 'ANTLR', 'Shell', 'M4', 'Python', 'Perl 6', 'Objective-C', 'Roff', 'GDB', 'Assembly', 'Dockerfile', 'Gherkin', 'BitBake', 'Tcl', 'C', 'C#', 'Clojure', 'UnrealScript', 'Vim Script', 'Batchfile'];['ROS-MSCL-release', 'ROS2_MSCL', 'microstrain_inertial-ros2-release', 'ntrip_client-ros2-release'];['Sensor', 'Cloud', 'Protocols', 'MSCL', 'meta', 'lord', 'LabVIEW', 'MSCL', 'u', 'boot', 'wsda', 'pro', 'Drivers', 'firmware', 'styleguide', 'ti', 'linux', 'wsda', 'microstrain', 'inertial', 'ROS', 'MSCL', 'release', 'ROS2', 'MSCL', 'microstrain', 'inertial', 'driver', 'common', 'microstrain_inertial', 'release', 'microstrain', 'inertial', 'msgs', 'common', 'microstrain', 'inertial', 'rqt', 'common', 'microstrain_inertial', 'ros2', 'release', 'ntrip', 'client', 'ntrip_client', 'release', 'ntrip_client', 'ros2', 'release', 'mip', 'sdk', 'mip', 'sdk', 'documentation', 'threepp', 'imgui', 'vcpkg', 'Inertial', 'Upgrader', 'CLI', 'open', 'DAQ', 'MSCL', 'documentation']
milvusrobotics;['mrp2_common', 'mrp2_robot', 'ros_opcua_communication', 'mrp2_docs', 'mrp2_simulator'];6;['JavaScript', 'Shell', 'MATLAB', 'Processing', 'M4', 'Python', 'Makefile', 'Arduino', 'C++', 'Lua', 'CMake', 'HTML', 'C', 'EmberScript', 'Dockerfile', 'Batchfile'];['ros_tutorials', 'ros_opcua_communication'];['mrp2', 'docs', 'mrp2', 'common', 'mrp2', 'robot', 'mrp2', 'simulator', 'mrp2', 'desktop', 'um7', 'mrp2_common', 'release', 'mrp2_desktop', 'release', 'mrp2_robot', 'release', 'mrp2_simulator', 'release', 'razor', 'imu', '9dof', 'ros', 'tutorials', 'mrp2', 'docs', 'tr', 'snap', 'map', 'icp', 'multimaster', 'fkie', 'roscpp', 'code', 'format', 'ros', 'opcua', 'communication', 'bloom', 'freeopcua', 'laser', 'filters']
MindHome-Inc;['pick_ik', 'deep_grasp_demo', 'moveit', 'racoon', 'ros2'];0;['Shell', 'JavaScript', 'Python', 'Makefile', 'Dylan', 'C++', 'TypeScript', 'C', 'CMake', 'HTML', 'GDB', 'TeX', 'NASL', 'PLSQL', 'Dockerfile', 'CSS'];['ros2'];['pick', 'ik', 'deep', 'grasp', 'demo', 'moveit', 'racoon', 'ros2', 'core', 'developers.home', 'assistant', 'hass', 'config', 'LVM', 'jepa', 'moveit2']
MisoRobotics;['fanuc-hmi-jointstreaming', 'rpi-linux-xenomai-build', 'node_director', 'xtion2_ros', 'usb_cam'];25;['PowerShell', 'JavaScript', 'Yacc', 'Makefile', 'HLSL', 'SWIG', 'Lex', 'Qt Script', 'C++', 'Scheme', 'R', 'Lua', 'CMake', 'HTML', 'Fortran', 'Ruby', 'Awk', 'XS', 'CSS', 'Java', 'M', 'Objective-C++', 'Standard ML', 'TeX', 'Perl', 'EmberScript', 'Pascal', 'Batchfile', 'Common Lisp', 'sed', 'LiveScript', 'Shell', 'Cuda', 'MATLAB', 'M4', 'OpenEdge ABL', 'Python', 'Perl 6', 'Objective-C', 'Roff', 'GDB', 'Assembly', 'PHP', 'Dockerfile', 'Pike', 'Rich Text Format', 'Swift', 'AppleScript', 'Gherkin', 'Tcl', 'C', 'C#', 'ShaderLab', 'Clojure', 'UnrealScript', 'Vim Script', 'Emacs Lisp'];['ros_comm', 'ros_emacs_utils', 'xtion2_ros'];['ur', 'modern', 'driver', 'universal', 'robot', 'usb', 'cam', 'ros', 'comm', 'node', 'director', 'fanuc', 'persistent', 'topics', 'fanuc', 'experimental', 'common', 'msgs', 'industrial', 'core', 'better', 'enums', 'rosbridge', 'suite', 'iai', 'kinect2', 'mutable', 'robot', 'state', 'publisher', 'ros', 'emacs', 'utils', 'xtion2', 'ros', 'web', 'video', 'server', 'unittest', 'cpp', 'C', 'Make', 'gscam', 'realsense', 'librealsense', 'image', 'pipeline', 'fanuc', 'hmi', 'jointstreaming', 'rpi', 'linux', 'xenomai', 'build', 'raspberrypi', 'linux', 'eigen', 'git', 'mirror', 'openrave', 'R', 'My', 'SQL', 'openrave', 'installation']
merlresearch;['cocktail-fork-separation', 'hyper-unmix', 'PyRoboCOP', 'FoldingNet', 'SOCKET'];290;['Shell', 'MATLAB', 'Python', 'C++', 'Cython', 'Jupyter Notebook', 'C', 'CMake'];[];['SOCKET', 'InSeGAN', 'ICCV2021', 'hierarchical', 'music', 'separation', 'partial', 'gcnn', 'kscore', 'Py', 'Robo', 'COP', 'cocktail', 'fork', 'separation', 'non', 'negative_dynamical_system', 'SSTL', 'Folding', 'Net', 'JGU', 'GODS', 'PEAC', 'KC', 'Net', 'discriminative', 'subspace', 'pooling', 'GNIGAN', 'FRPC', 'PCQM', 'RIDE', 'ROSETA', 'PQP', 'CISOR', 'hyper', 'unmix', 'Sound2', 'Sight', 'MC', 'PILCO', 'Adv', 'Con', 'OT', 'AVSGS', 'EBAD', '1b', 'CRB', 'SMART']
mir-robots;['Foxglove-MiR', 'MiR-URCaps-integration', 'netctl', 'grafanders'];3;['JavaScript', 'PowerShell', 'Makefile', 'MDX', 'Jinja', 'HTML', 'CSS', 'SCSS', 'Java', 'HCL', 'Shell', 'Mustache', 'Nearley', 'Python', 'Assembly', 'Dockerfile', 'Go', 'CUE', 'Rich Text Format', 'Smarty', 'Jsonnet', 'Starlark', 'TypeScript'];[];['netctl', 'MiR', 'URCaps', 'integration', 'grafanders', 'Foxglove', 'MiR']
4am-robotics;['cob_driver', 'cob_common', 'cob_command_tools', 'cob_control', 'robmuxinator'];250;['Shell', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'Nix', 'Batchfile'];[];['cob', 'common', 'cob', 'driver', 'cob', 'command', 'tools', 'cob_common', 'release', 'cob_driver', 'release', 'cob_command_tools', 'release', 'cob', 'control', 'cob_control', 'release', 'pointcloud', 'to', 'laserscan', 'cob', 'fiducials', 'robmuxinator', 'cob_fiducials', 'release', 'vcstool']
MORAI-Autonomous;['MORAI-ROS_morai_msgs', 'MORAI-ROS2_morai_msgs', 'MORAI-DriveExample_ROS', 'MORAI-RoboticsExample', 'MORAI-Example_WeGo'];34;['Shell', 'Python', 'C++', 'Jupyter Notebook', 'Lua', 'CMake', 'HTML', 'C#', 'Dockerfile'];['MORAI_ROS_NetworkModule'];['MORAI', 'RoboticsExample', 'tutorials', 'external', 'MORAI', 'ADModule', 'MORAI', 'MGeoModule', 'MORAI', 'ROS_morai_msgs', 'MORAI', 'DriveExample_ROS', 'MORAI', 'DriveExample_UDP', 'MORAI', 'ROS2_morai_msgs', 'MORAI', 'ROS2Example', 'morai', 'kit', 'grpc', 'docs', 'MORAI', 'SensorExample', 'MORAI', 'Example_WeGo', 'MSC', 'MORAI', 'DriveExample_GRPC', 'MORAI', 'UDP', 'NetworkModule', 'MORAI', 'ROS', 'NetworkModule']
motius;['django-rest-recaptcha', 'django-gitlab-boilerplate', 'react-native-telephony-apis', 'vuforia-maze', 'dockerfiles_old'];74;['JavaScript', 'PowerShell', 'Kotlin', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'Ruby', 'CSS', 'Java', 'Groovy', 'Objective-C++', 'Pascal', 'TeX', 'Smalltalk', 'Shell', 'Python', 'Objective-C', 'PHP', 'Dockerfile', 'Go', 'Swift', 'Smarty', 'C', 'C#', 'ShaderLab', 'Batchfile'];[];['channels', 'react', 'native', 'image', 'picker', 'python', 'taiga', 'django', 'gitlab', 'boilerplate', 'drf', 'friendly', 'errors', 'soccarena', 'bot', 'react', 'native', 'fbsdk', 'react', 'native', 'windows', 'django', 'import', 'export', 'django', 'rest', 'recaptcha', 'react', 'native', 'telephony', 'apis', 'nginx', 'docker', 'env', 'vuforia', 'maze', 'slack', 'onboarding', 'bot', 'gitlab', 'ci', 'git', 'push', 'dockerfiles', 'old', 'django', 'inlinecss', 'eth', 'projecttribal', 'kotlin', 'native', 'kotlin', 'native', 'embedded', 'dockerfiles', 'Simple', 'WebSocket', 'Server', 'scs', 'core', 'kotlin', 'blinky', 'deep', 'soli', 'django', 'mass', 'edit', 'Reverse', 'Proxy', 'motius.github.io', 'ar', 'poi', 'cv', 'parser']
NaioTechnologies;['simulatoz', 'CanReader', 'camCapture', 'ApiCodec', 'ApiClient'];7;['Shell', 'JavaScript', 'RobotFramework', 'ApacheConf', 'Python', 'PHP', 'CSS', 'C++', 'QMake', 'C', 'CMake', 'HTML', 'GLSL', 'Batchfile', 'Java'];[];['Can', 'Reader', 'Diagn', 'Oztic', 'Object', 'Tracker', 'cam', 'Capture', 'qt', 'Application', 'M', 'Meteo', 'Server', 'M', 'Meteo', 'Persistence', 'M', 'Meteo', 'Manager', 'M', 'Meteo', 'Api', 'Codec', 'Api', 'Client', 'M', 'Meteo', 'Sigfox', 'docker', 'apt', 'cacher', '', '', 'deprecated', '', 'docker', 'images', 'kalman', 'tuning', 'simulatoz', 'naio', 'docker', 'Naio', 'Companion', 'kacanopen', 'cmake', 'modules']
nakai-omer;[];0;[];[];[]
